Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2010-06-10,7.538750171661377,7.552893286246403,7.288671780286166,7.368119119295435,776356000
2010-06-11,7.629027366638184,7.639559963425404,7.444252495190877,7.470132773830475,545759200
2010-06-14,7.652201175689697,7.7987567575263155,7.644076118868114,7.7027587812608544,602960400
2010-06-15,7.81500768661499,7.819822773208681,7.688915418993276,7.6931286197627555,585074000
2010-06-16,8.042515754699707,8.057562096809004,7.843295563624931,7.85743947878546,783678000
2010-06-17,8.181547164916992,8.212543879461212,8.110224908432608,8.14332782132335,872855200
2010-06-18,8.247756004333496,8.275744106646343,8.168008113968373,8.192985982531644,784621600
2010-06-21,8.130387306213379,8.396414368636755,8.08705233749172,8.356690714274047,776490400
2010-06-22,8.241132736206055,8.304931022755104,8.170413164867014,8.190274592345178,717262000
2010-06-23,8.154461860656738,8.26550776726282,8.062074411409375,8.263100224377823,768457200
2010-06-24,8.095174789428711,8.22156752445178,8.068089943136272,8.155360925989008,714277200
2010-06-25,8.025959968566895,8.133394532692916,7.999176462782638,8.127075136068633,549942400
2010-06-28,8.074110984802246,8.11774729163325,7.96035701031911,8.032882220516004,584948000
2010-06-29,7.709078311920166,7.956447764407917,7.652803191862092,7.948321903862047,1133344800
2010-06-30,7.569444179534912,7.763246600689521,7.523702462349822,7.725328595926939,739452000
2010-07-01,7.47765588760376,7.667847728354321,7.319363985175884,7.652800587636073,1022896000
2010-07-02,7.4313130378723145,7.551386420154613,7.318762021316244,7.538144131424507,693842800
2010-07-06,7.48217248916626,7.607662061130072,7.407840798955757,7.553493946819698,615235600
2010-07-07,7.784308433532715,7.787318665050129,7.51587469428162,7.538142853806196,654556000
2010-07-08,7.766855239868164,7.911605923602509,7.670555948315502,7.898966325174379,738144400
2010-07-09,7.812899112701416,7.821324708092899,7.678681025465649,7.730742928052964,433322400
2010-07-12,7.742781162261963,7.8800078833588,7.669654060893244,7.780097270944935,562878400
2010-07-13,7.577567100524902,7.715997591921445,7.415964412351802,7.713590852798619,1190924000
2010-07-14,7.60555362701416,7.697941070070623,7.493304760073142,7.504741391596244,812047600
2010-07-15,7.56703519821167,7.733151642432821,7.442146721283153,7.470134006048144,824866000
2010-07-16,7.520390510559082,7.672964932690515,7.475551227373948,7.6190973632173655,1039858400
2010-07-19,7.390384674072266,7.51978768391869,7.210425678095953,7.51978768391869,1024478000
2010-07-20,7.580273628234863,7.610668446897638,7.222762448852051,7.309732902379834,1074950800
2010-07-21,7.650996685028076,7.979317736716797,7.643774859413062,7.977512079416592,1185671200
2010-07-22,7.7948455810546875,7.824337185381612,7.683197760063679,7.754520030963849,645318800
2010-07-23,7.822532653808594,7.835774144981713,7.712389933444937,7.736765913129692,533388800
2010-07-26,7.802666664123535,7.827343170586163,7.755419849043747,7.824333742531501,420551600
2010-07-27,7.947120189666748,7.968787279507255,7.833366159935542,7.850519507105199,584771600
2010-07-28,7.8532233238220215,8.004594740023142,7.831857590350898,7.934777617432572,519985200
2010-07-29,7.767457008361816,7.904081832110453,7.706969511474956,7.845700533137031,643806800
2010-07-30,7.741579532623291,7.815308540071054,7.670859150830946,7.700652902113052,448210000
2010-08-02,7.880009651184082,7.902278622819128,7.812901391577618,7.83757790647979,428055600
2010-08-03,7.8824143409729,7.922438527921084,7.806879707275458,7.854728407009285,417653600
2010-08-04,7.914015293121338,7.95313626154446,7.833665550672033,7.909802092672671,420375200
2010-08-05,7.875495910644531,7.920034657507807,7.840887877966845,7.876398337576916,289097200
2010-08-06,7.827042579650879,7.8691737685618195,7.753011453563994,7.817712950948138,444897600
2010-08-09,7.877000331878662,7.889038048382057,7.8113963841069225,7.86887447144593,303128000
2010-08-10,7.806582927703857,7.837880997148457,7.7506083378601405,7.819824418622726,451920000
2010-08-11,7.529118061065674,7.694633442054891,7.517683034428542,7.685906499730278,620054400
2010-08-12,7.5772705078125,7.616692834827838,7.40663944557075,7.423792794514233,534920400
2010-08-13,7.496316909790039,7.579976630082407,7.496015565079645,7.573055344774091,354869200
2010-08-16,7.452380180358887,7.523702447686996,7.421684002231836,7.450574522822002,318430000
2010-08-17,7.5826826095581055,7.662731787721656,7.49932265877965,7.525805625356551,422640400
2010-08-18,7.615784645080566,7.6639346894023275,7.570945373345226,7.594418911700053,339696000
2010-08-19,7.51978874206543,7.628125768453603,7.483676399936038,7.608865424072169,426706000
2010-08-20,7.5125651359558105,7.641365457913707,7.493304794079076,7.5050419667030575,384230000
2010-08-23,7.3970046043396,7.583585125864761,7.380453955411666,7.577265728740597,414041600
2010-08-24,7.220357894897461,7.312744553057584,7.181838007112115,7.3028146426922245,602565600
2010-08-25,7.30943489074707,7.342538611288239,7.138202792397392,7.163481193588399,596867600
2010-08-26,7.230889797210693,7.395501932228632,7.230889797210693,7.386473646059313,466505200
2010-08-27,7.271216869354248,7.301009818192549,7.088849468268297,7.275129529310922,548391200
2010-08-30,7.297698020935059,7.3955024523501125,7.242927217908296,7.245334761056102,383289200
2010-08-31,7.315751552581787,7.359688393174049,7.232994300251806,7.278134108331935,420786800
2010-09-01,7.533329486846924,7.567334821224944,7.411450453366763,7.447261444723005,697037600
2010-09-02,7.588703155517578,7.588703155517578,7.480366121953144,7.561317753329113,415427600
2010-09-03,7.7873215675354,7.787622108647822,7.658821759500446,7.676576989123307,520788800
2010-09-07,7.758434295654297,7.810194884504701,7.711487991219883,7.723224366431958,342557600
2010-09-08,7.912209510803223,7.956446909436707,7.797250936120017,7.817715052261712,526551200
2010-09-09,7.916720867156982,8.020543318458083,7.912207127043218,7.976005392151284,438575200
2010-09-10,7.9269537925720215,7.959756158902041,7.866465489760665,7.920333050382089,387542400
2010-09-13,8.036191940307617,8.073508041276193,7.997672871809916,7.999477724896365,388780000
2010-09-14,8.066888809204102,8.100292258506032,7.990450936295881,8.01121559011521,408150400
2010-09-15,8.1318941116333,8.136710002507334,8.060271295395735,8.070202814720309,429368800
2010-09-16,8.322989463806152,8.325998893721003,8.110227992135796,8.132497773505692,652103200
2010-09-17,8.286872863769531,8.364815042117808,8.23601473456965,8.356689184504807,634477200
2010-09-20,8.52341079711914,8.539962254651423,8.301319760779654,8.308241045613636,658677600
2010-09-21,8.53966236114502,8.647397525757645,8.510170755830677,8.542371249469669,668074400
2010-09-22,8.659431457519531,8.666352740503493,8.49873120791434,8.507759492405784,585289600
2010-09-23,8.6946439743042,8.810203650394955,8.606771048187582,8.616701763233161,786116800
2010-09-24,8.796958923339844,8.833372603218605,8.743694052503374,8.790338984803382,649488000
2010-09-27,8.762049674987793,8.869483442118977,8.757535934777191,8.846913937480391,482834800
2010-09-28,8.632651329040527,8.780410693608331,8.275741848494876,8.780410693608331,1035042400
2010-09-29,8.647998809814453,8.721427276835238,8.606770834191735,8.643785608836188,469644000
2010-09-30,8.539057731628418,8.727142576249824,8.463823633062727,8.697049097540676,673391600
2010-10-01,8.502044677734375,8.624224285600967,8.46683475884115,8.611284142184461,448142800
2010-10-04,8.385281562805176,8.513479217992414,8.359099129178627,8.474358248860952,435302000
2010-10-05,8.695244789123535,8.710591670095518,8.480977483882741,8.486395259121672,501967200
2010-10-06,8.70276927947998,8.787031696367174,8.584501515405014,8.714806997202713,670868800
2010-10-07,8.703668594360352,8.741586584541857,8.634152814751324,8.7373733852344,408399600
2010-10-08,8.849624633789062,8.862564776226641,8.727144494069233,8.778603719137557,658403200
2010-10-11,8.888443946838379,8.945020399307333,8.865573897306863,8.869787097225828,427753200
2010-10-12,8.984142303466797,9.013032817637619,8.802075491755215,8.889949198520005,558544000
2010-10-13,9.0322904586792,9.087060439779906,9.02205840372732,9.034096115435414,630092400
2010-10-14,9.097593307495117,9.102407588311364,9.040113639241863,9.078934855438296,435296400
2010-10-15,9.471659660339355,9.479484175569112,9.175839626555433,9.251976169634256,922194000
2010-10-18,9.5697660446167,9.599858728702724,9.45811823301501,9.58390995971492,1093010800
2010-10-19,9.313667297363281,9.44246762814079,9.02868123711991,9.13039751386437,1232784000
2010-10-20,9.344965934753418,9.456914285391623,9.234824045142947,9.298922875364589,721624400
2010-10-21,9.314573287963867,9.471661490774652,9.232718412297766,9.400038675463309,551460000
2010-10-22,9.25287914276123,9.33021945526283,9.217670030585328,9.301028397202762,372778000
2010-10-25,9.294106483459473,9.377164303362,9.282068768871099,9.301630456870084,392462000
2010-10-26,9.270337104797363,9.321195264962936,9.19811159045014,9.234826635399575,392929600
2010-10-27,9.263713836669922,9.32600700996104,9.196604773241758,9.258296864299853,399002800
2010-10-28,9.185770988464355,9.268828814894825,9.055164989258502,9.267323698660107,551051200
2010-10-29,9.057571411132812,9.205030206915596,9.05426063768403,9.155375837455953,430511200
2010-11-01,9.15386962890625,9.196602708869694,9.09428455338236,9.094886439066151,423889200
2010-11-02,9.30975341796875,9.334731270483378,9.238733322502089,9.238733322502089,433930000
2010-11-03,9.413280487060547,9.415688030755716,9.28478065488193,9.370246045302402,508348400
2010-11-04,9.577890396118164,9.635369282808796,9.480386506795181,9.493026108192632,642488000
2010-11-05,9.543583869934082,9.617012335435646,9.532148842529871,9.569464961122238,361253200
2010-11-08,9.588419914245605,9.623027130143608,9.532445358201597,9.545686841124722,281758400
2010-11-09,9.51198673248291,9.669075733756419,9.46443935485111,9.661551758418547,383544000
2010-11-10,9.57066822052002,9.592937191880779,9.435848209979145,9.528837558561866,384227200
2010-11-11,9.529141426086426,9.581805238528913,9.456915919517238,9.479486239647732,361284000
2010-11-12,9.269729614257812,9.524622169054712,9.137318784555298,9.509575830864149,795846800
2010-11-15,9.23993968963623,9.345267296513196,9.216767487549559,9.282672778919245,403606000
2010-11-16,9.075928688049316,9.256790941141572,9.007615858937477,9.200215286268145,657650000
2010-11-17,9.043126106262207,9.148152348191374,8.960669372667756,9.064191302142229,479449600
2010-11-18,9.281768798828125,9.319084912762078,9.16921937484562,9.18456625651133,494491200
2010-11-19,9.230608940124512,9.280865189842917,9.185769661614161,9.267925049305413,384843200
2010-11-22,9.43012523651123,9.43012523651123,9.204724373926247,9.229099527636452,393075200
2010-11-23,9.290790557861328,9.381674449017305,9.225488001397913,9.342551898300858,519447600
2010-11-24,9.473465919494629,9.49152249424879,9.381681143711567,9.38920351114698,413725200
2010-11-26,9.479482650756836,9.5607356117474,9.417490031849107,9.441564655866953,237585600
2010-11-29,9.535759925842285,9.55411623818568,9.37054588247878,9.494531148488601,445785200
2010-11-30,9.363622665405273,9.460223311737161,9.355196265566354,9.435545997923183,501858000
2010-12-01,9.52161693572998,9.562243027617662,9.47948572733574,9.487610784996084,461750800
2010-12-02,9.574277877807617,9.59985681489856,9.47617211503712,9.555619420947494,462837200
2010-12-03,9.552912712097168,9.589325597122295,9.519809797134021,9.539972569366393,342092800
2010-12-06,9.634467124938965,9.700071069709663,9.582404405236323,9.589025149010325,448481600
2010-12-07,9.576088905334473,9.750029150161156,9.573380819935355,9.744312438134651,391454000
2010-12-08,9.660346031188965,9.660647375862741,9.542981521989594,9.61881671721355,321935600
2010-12-09,9.62273120880127,9.705187163105665,9.6004614313757,9.694053479771805,294151200
2010-12-10,9.646803855895996,9.661549655040755,9.587819855731174,9.619418455947535,262511200
2010-12-13,9.680204391479492,9.78222279040363,9.660042430225758,9.761458139993248,439815600
2010-12-14,9.638677597045898,9.706388530379044,9.599856372644048,9.682012562235684,351008000
2010-12-15,9.640785217285156,9.720231721047272,9.605575304688777,9.62995047081042,417312000
2010-12-16,9.667569160461426,9.708496590792379,9.632961932748778,9.662754074118274,322030800
2010-12-17,9.648309707641602,9.683820166163951,9.636873877471166,9.679005079776399,386929200
2010-12-20,9.696460723876953,9.727758791075425,9.576688642595997,9.67810360548623,385610400
2010-12-21,9.756345748901367,9.762063262400524,9.691645032192348,9.72023340327401,256354000
2010-12-22,9.785234451293945,9.802087252514786,9.736783853162715,9.761159824564249,265921600
2010-12-23,9.738286972045898,9.784931903336679,9.725346832698218,9.78041816287118,223157200
2010-12-27,9.770788192749023,9.793659849207085,9.67569266349632,9.715717660505073,249816000
2010-12-28,9.794565200805664,9.830376202110632,9.782226943152928,9.807805885405385,175924000
2010-12-29,9.78915023803711,9.824058819561674,9.783431919717346,9.817136729341547,163139200
2010-12-30,9.740092277526855,9.795764687739974,9.721735168131525,9.794862261113684,157494400
2010-12-31,9.706991195678711,9.734677135478744,9.669373739610469,9.718727565538504,193508000
2011-01-03,9.91794490814209,9.938709559677994,9.775602578995006,9.799677199558632,445138400
2011-01-04,9.969707489013672,10.00612036712611,9.875213044811794,10.004314710093501,309080800
2011-01-05,10.051259994506836,10.061492050830255,9.915838933980734,9.917344049938777,255519600
2011-01-06,10.04313850402832,10.088880220052705,10.018160643812834,10.072930647310146,300428800
2011-01-07,10.115062713623047,10.121983999482296,9.98806720310959,10.050963072483516,311931200
2011-01-10,10.305554389953613,10.329027134007031,10.146660546940048,10.196615464231408,448560000
2011-01-11,10.281179428100586,10.3810892647159,10.215876018846636,10.378682524905212,444108000
2011-01-12,10.36483383178711,10.365135176373373,10.292008086521108,10.3296255339136,302590400
2011-01-13,10.402754783630371,10.43164530003475,10.347684245699002,10.387106557497123,296780400
2011-01-14,10.487021446228027,10.487021446228027,10.365443687940934,10.409079217788433,308840000
2011-01-18,10.251381874084473,10.375066557654074,9.810510697944302,9.91644015734312,1880998000
2011-01-19,10.19691276550293,10.490625705172075,10.13792958404692,10.48310173340133,1135612800
2011-01-20,10.011539459228516,10.180665352518215,9.934499683353861,10.124390235124848,764789200
2011-01-21,9.832180976867676,10.077744746980335,9.829472089098152,10.044340488394957,754401200
2011-01-24,10.155084609985352,10.155084609985352,9.832179763329243,9.836694307859304,574683200
2011-01-25,10.273955345153809,10.275159920361912,10.068416563964574,10.121381711757236,546868000
2011-01-26,10.347685813903809,10.400349620368539,10.27696623553576,10.320902295387734,506875600
2011-01-27,10.328420639038086,10.372959367507468,10.31698561682574,10.345573975942145,285026000
2011-01-28,10.114456176757812,10.364233901593183,10.037116682787397,10.357312618366691,592057200
2011-01-31,10.211357116699219,10.233024998024435,10.06028785094293,10.10542766319932,377246800
2011-02-01,10.383194923400879,10.401852578724338,10.261315867269705,10.27094603960997,426633200
2011-02-02,10.36182975769043,10.389816244395803,10.338657554209332,10.36574241751667,258955200
2011-02-03,10.335343360900879,10.359418786986758,10.188185935086372,10.346177302639525,393797600
2011-02-04,10.42742919921875,10.433448055128784,10.337449312327674,10.34136116687641,321840400
2011-02-07,10.589333534240723,10.63056068952734,10.461736195783969,10.469259364109895,485021600
2011-02-08,10.689244270324707,10.698874440922863,10.597459519360864,10.643502567154798,381040800
2011-02-09,10.778321266174316,10.803600462880393,10.679313891625217,10.688943258213332,482745200
2011-02-10,10.669386863708496,10.833698497054536,10.472574195943826,10.755154397508344,928550000
2011-02-11,10.738903999328613,10.767492375062426,10.639293888837372,10.675707585093333,367572800
2011-02-14,10.809017181396484,10.81804466280924,10.73468631054028,10.737093853206527,310416400
2011-02-15,10.830686569213867,10.832793571288551,10.759966997290691,10.809320025291758,284174800
2011-02-16,10.927886962890625,10.98115183235281,10.848740207669616,10.857767688563017,481157600
2011-02-17,10.782535552978516,10.841820088710666,10.728968529570787,10.750937759287918,530583200
2011-02-18,10.549614906311035,10.818651473059125,10.518316839727888,10.794877381966838,816057200
2011-02-22,10.189990997314453,10.394326744571426,10.163208292735533,10.296522340769922,872555600
2011-02-23,10.310669898986816,10.371457952318595,10.189993808447467,10.194809698297787,671854400
2011-02-24,10.31849193572998,10.386804755640542,10.18277032981545,10.352799419795874,499900800
2011-02-25,10.477388381958008,10.485513438344217,10.376273979819707,10.39011654942794,380018800
2011-02-28,10.62936019897461,10.68473208078116,10.566464343503142,10.570075658001715,403074000
2011-03-01,10.511998176574707,10.70489819998883,10.462945678004646,10.697375027556523,456136800
2011-03-02,10.596555709838867,10.663664752147909,10.484607393511695,10.531553669025831,602590800
2011-03-03,10.820453643798828,10.827374927577463,10.710912856815833,10.749132197091653,500788400
2011-03-04,10.833696365356445,10.842423307236423,10.765985421548999,10.835802563760444,453266800
2011-03-07,10.694060325622559,10.883950835338714,10.57218128964289,10.87582497697724,546123200
2011-03-08,10.706095695495605,10.755449509894389,10.600466784261307,10.680515959918452,356316800
2011-03-09,10.60709285736084,10.676007586125063,10.55081853582456,10.673900583725086,453306000
2011-03-10,10.432552337646484,10.525843064261446,10.379286629863303,10.506281366674271,507539200
2011-03-11,10.592642784118652,10.602574298547298,10.38228978881499,10.392219696072438,471080400
2011-03-14,10.639891624450684,10.7277653270538,10.572181494033876,10.62845579646633,435957200
2011-03-15,10.395231246948242,10.467756463710533,10.234832326518552,10.29501928841482,721081200
2011-03-16,9.931185722351074,10.322101989620014,9.818334982672688,10.292008512611485,1162011200
2011-03-17,10.07051944732666,10.220084394082514,9.950746630657665,10.13642390772515,659422400
2011-03-18,9.951051712036133,10.177656507328352,9.93088893820327,10.145456016703957,753214000
2011-03-21,10.210758209228516,10.223998892536866,10.089179694866866,10.111148927188708,409402000
2011-03-22,10.26793384552002,10.310667727115819,10.20594123009461,10.308862070146981,325922800
2011-03-23,10.207448959350586,10.238444873206072,10.109945065241668,10.21015704370434,372996400
2011-03-24,10.381391525268555,10.412388247441342,10.197519801854664,10.2874997352758,404712000
2011-03-25,10.579103469848633,10.594751695054953,10.443079707259468,10.474678305912109,448910000
2011-03-28,10.545998573303223,10.662762783264748,10.545998573303223,10.627552874221129,309355200
2011-03-29,10.561650276184082,10.561650276184082,10.414192271198841,10.462341528652278,352900800
2011-03-30,10.491534233093262,10.559246000479616,10.455723224550793,10.552022565514436,329406000
2011-03-31,10.487921714782715,10.52674214564063,10.414192709189267,10.423220193100295,274019200
2011-04-01,10.36905288696289,10.580611370540877,10.331134877154973,10.566166911881586,418661600
2011-04-04,10.267633438110352,10.370252934877273,10.1836723969309,10.361525994540482,460084800
2011-04-05,10.1984224319458,10.299536854778525,10.111451926304493,10.141244877265903,482731200
2011-04-06,10.17283821105957,10.349186688487677,10.145754160409602,10.268536422187452,402539200
2011-04-07,10.174043655395508,10.24476241272665,10.11235077282396,10.174644737510908,373447200
2011-04-08,10.083162307739258,10.236338629669875,10.049758850789097,10.229417344673923,377535200
